id,
"""1026123938106171393""",1
"""1026784628663828480""",1
"""1027073740847423493""",0
"""1033792959139987458""",0
"""1030090151182168064""",0
"""1026555512199041024""",1
"""1023901784065101824""",1
"""1031644103656833024""",0
"""1025729829549891584""",0
"""1035578506653167617""",1
"""1029456077442699265""",0
"""1032306021128171520""",0
"""1026567624988274689""",0
"""1026246231775961090""",1
"""1028799339571945472""",0
"""1029723491996553218""",0
"""1028799276917436417""",0
"""1033153263162601473""",1
"""1025505909525671940""",0
"""1028983196447375360""",1
"""1024701959343878144""",0
"""1033885196872024067""",1
"""1026944571002023936""",1
"""1024436594403680262""",0
"""1025659189287428101""",0
"""1032981580401319936""",0
"""1028942674194259970""",0
"""1026912675266273281""",1
"""1025834430043250688""",0
"""1032362722078453765""",0
"""1024500301641015297""",1
"""1032320522925862912""",1
"""1028364495591288832""",0
"""1024498995526348800""",1
"""1031573101421752320""",0
"""1028832118829404160""",1
"""1025713418110730245""",0
"""1034823061449654272""",0
"""1026859911404249088""",1
"""1025490780985720833""",1
"""1029171840013492229""",0
"""1026171408995495936""",1
"""1030867988201832448""",1
"""1029061424943951875""",1
"""1035543940613763074""",0
"""1025914799350312961""",0
"""1030464762843410433""",1
"""1026121854849826817""",0
"""1033495277624352768""",1
"""1025413909338091522""",1
"""1024085192602992640""",0
"""1033844826754752512""",1
"""1027288328444567552""",1
"""1025592251475537920""",0
"""1025842604498452480""",1
"""1024973381622550533""",1
"""1023961605401444353""",0
"""1035513322848878593""",0
"""1027244949417418753""",1
"""1027987215706673152""",0
"""1035497310493581313""",1
"""1029729475972542466""",1
"""1033443929717391360""",0
"""1031701467873337344""",1
"""1026130954329436160""",0
"""1031997682242514945""",1
"""1028132228830842880""",1
"""1026786031478206465""",1
"""1025811820404195329""",0
"""1024251632299778050""",0
"""1025118809085095936""",0
"""1024828976475320320""",0
"""1028947378450128896""",0
"""1034908188926197760""",0
"""1024307374260142080""",0
"""1027352547403747328""",0
"""1025540918584254466""",0
"""1025508123216420865""",0
"""1025387151595331585""",0
"""1025338519336742919""",0
"""1033111030216499200""",1
"""1028807616309411840""",1
"""1025500974906048513""",1
"""1028120979946590208""",0
"""1025670799221506050""",1
"""1032666692160249856""",0
"""1030077767155699713""",0
"""1028769451062251527""",0
"""1027353833125629952""",0
"""1028808610606972929""",1
"""1028055420349415424""",0
"""1025511927047278592""",0
"""1025418603309531136""",0
"""1025175615681572865""",0
"""1031302852369637376""",0
"""1031134250538553344""",0
"""1026194228534276096""",1
"""1029850335681171458""",0
"""1033676185736302592""",0
"""1025119451992207360""",0
"""1025084019338297345""",0
"""1028811063104557056""",0
"""1033111229382975488""",1
"""1025946389656662019""",0
"""1025196273878659074""",1
"""1025220453831503872""",0
"""1025154131407855616""",0
"""1028110524230316032""",1
"""1035232411972448256""",0
"""1034205228717854720""",1
"""1025820975907172353""",0
"""1025703124315635712""",0
"""1031878676491710472""",0
"""1024604894110597120""",0
"""1030460727646203904""",0
"""1026876511075409920""",1
"""1025812976530587650""",1
"""1026548353062952960""",1
"""1028799288296366080""",0
"""1023982500534792193""",0
"""1024308413487099904""",0
"""1026150710650580994""",0
"""1025362141883363328""",1
"""1025766772727836672""",1
"""1025812292007604225""",0
"""1034249204099686400""",0
"""1026163397291855877""",0
"""1029898679161839616""",0
"""1035096889136427009""",0
"""1025061283161403392""",1
"""1034433583602196480""",0
"""1023776534111428608""",1
"""1025093128674529286""",1
"""1026312102401765376""",1
"""1033074599272042497""",0
"""1024437389983399937""",1
"""1025858662856908800""",0
"""1028431060584026113""",0
"""1025886405002702849""",1
"""1030152140252225536""",1
"""1032657273728983040""",0
"""1028341816154841088""",0
"""1030189065113665536""",0
"""1025468676538093568""",0
"""1028239043803447296""",0
"""1025331832231997440""",1
"""1026355369801605121""",1
"""1028200145849077760""",0
"""1033887855951667201""",0
"""1026698738847215616""",1
"""1032099833862148096""",0
"""1032778323414470656""",0
"""1027014113753481216""",1
"""1026139723553800193""",0
"""1026138715293396992""",0
"""1025027407902920704""",0
"""1028105239663177728""",1
"""1031247988201598977""",1
"""1030546484004040704""",1
"""1030188943072014338""",0
"""1025088085405655042""",1
"""1026106799517323264""",0
"""1025789147741605889""",0
"""1031665037709066240""",0
"""1033876476825935872""",0
"""1033042954506657792""",0
"""1025049919533592579""",1
"""1032737752029310977""",0
"""1028984506097774592""",0
"""1032728807680212993""",0
"""1026902763345727488""",0
"""1026633608965095425""",1
"""1031581665724956672""",0
"""1034125123958136833""",0
"""1034592313459146755""",0
"""1029150077783302145""",1
"""1028268650120265728""",0
"""1026819401914507264""",1
"""1025159456227819521""",1
"""1025789059854163968""",1
"""1029779824976580609""",1
"""1025009764080738305""",0
"""1024979524084228096""",1
"""1032267762058649601""",0
"""1025092089225388033""",0
"""1029211019950870528""",0
"""1030074208276160517""",1
"""1035355722987565056""",0
"""1034953510230675457""",1
"""1035273421373014021""",0
"""1028639634945978368""",0
"""1035585549199962114""",0
"""1025687288230146048""",0
"""1025400213240991745""",0
"""1032733141616783362""",1
"""1027121199443267584""",0
