id;texto
1017750734132142081; "#terçalivre aquecimento global: verdade ou mentira"
1017818234001788929; "há 6 anos ... aquecimento global"
1014506784457969665; "grupo de pesquisadores determinou motivo da extinção de seres do período ediacarano, que ocorreu há cerca de 500 milhões de ano"
1016504781811146752; "principal fonte de emissões de gases de efeito estufa no país, desmatamento em alta preocupa cientistas"
1016472668248444928; "@ttvictor @meufakefavorito as coisas deveriam ser muito claras (e na verdade são): o que obedece o método científico (por exemplo, o desenvolvimento das vacinas) é ciência. o que não obedece o método científico (por ex, o tal do "aquecimento global") não é ciência."
1015374468728983552; "injeção de co2 em sedimentos pode ser viável contra aquecimento global - space today ep.1356: via @youtube"
1013797714214227970; "até 2030, aquecimento global poderá provocar a morte, por desnutrição, de 95 mil meninos e meninas de até 5 anos https://t.co/23mhkqxeii"
1021781537166118912; "aquecimento global — concordo"
1015998702962597888; "gostei de um vídeo @youtube ção de co2 em sedimentos pode ser viável contra aquecimento global - space"
1013560202468175872; "se você teme falar sobre aborto, feminismo, causa lgbt, ideologia de gênero e aquecimento global, o politicamente correto já lhe acorrentou e aprisionou nas correntes do medo a sua mente e as suas emoções. reaja! não lute em seu próprio nome, mas em nome do senhor jesus cristo."
1022421777580994560; "desaceleração de correntes oceânicas pode intensificar aquecimento global"
1021817378278178817; "aquecimento de rios e córregos pode estar contribuindo desproporcionalmente para a quantidade de gases do efeito estufa que aquecem o planeta #aquecimentoglobal #gee #co2"
1015952259685859334; "eu com 3 milhões de euros por mês paro o aquecimento global com minhas próprias mãos"
1023237803310821378; "@revistaistoe aquecimento global é farsa! controle social é o nome!"
1020334495646527489; "mudança climática começa a afetar estações do planeta"
1022673967457488898; "-o seu gosma ja que o demonio apago e agente tem certeza que o incendio na grécia é por causa do aquecimento global vo te perguntar outra coisa -fala garoto!"
1023714849875021824; "outro exemplo de velha louca descabelada magnífica: patti smith, aos 71 anos, ao vivo, fazendo cover de musica dos anos 80 e protestando horrores contra o aquecimento global lt;3"
1022879058881859585; "?? a culpa também é dos laguinhos: sua fonte no jardim pode virar um problema na contabilidade do aquecimento global https://t.co/sau5kyymxm"
1024463987600252928; "mudança climática aumenta risco de tempestades de fogo"
1020061936317288450; "bem-vindo aquecimento global"
1020840439572762625; "só agora é que toda a gente está reparar que o aquecimento global realmente existe, depois de a merda ter sido feita lmao comecem a dar a vossa parte e deixem de poluir"
1022168552713936897; "@feamaral_online @astrousp vendo que tem gente aí que acha que não existe aquecimento global e nem poluição dos mares..."
1015218776638443520; "chocada por eles ficarem brancos porque aquecimento global nem me surpreende mais"
1021501910296289281; "aquecimento global revelando corpos de alpinistas que morreram na suíça"
1022534575594057730; "à medida que as temperaturas globais sobem, grandes quantidades de carbono sequestrado em permafrost estão se tornando disponíveis #degelo #aquecimentoglobal #co2"
1015767643104653312; "@profrfelicio não concorda. aquecimento global não existe! #opinioesdireitas"
1019998694769295360; "a expressão mercado de carbono refere-se às iniciativas de comercialização de créditos de redução de emissão dos gases de efeito estufa, conhecidos como créditos de carbono."
1023986294110793734; "tire suas dúvidas sobre sustentabilidade e meio ambiente! série 'plano abc': por que o efeito estufa é tão preocupante ????? https://t.co/rjwspwe4lt"
1023954010062118912; "aquecimento global: cadáveres antigos reaparecem em geleiras derretidas na suíça - https://t.co/c8q71slhj0"
1016808650193735680; "@folha tira do ar daí reduz o aquecimento global kkkkkkkkk"
1015690703026958336; "quer saber como organizações brasileiras acompanham anualmente as emissões e remoções de gases de efeito estufa no país. o pesquisador do idec clauber leite foi um dos 23 autores de um artigo científico publicado para falar sobre o assunto. saiba mais:"
1021761444432498688; "omm espera ondas de calor mais frequentes e duradouras por mudança climática"
1017374341795864576; "@pinhead_lives @stevesgoddard @carbongate já quebrei o pau com muitos defensores da farsa do aquecimento global; adiante!"
1021797941042929665; ""aquecimento global foi criado pela china ?? para sabotar a gloriosa américa ??.""
1020000605660729345; "vinho belga "beneficia" do aquecimento global"
1021897810109784069; "40° no japão, suécia, frança e noruega e o senhor trump ainda acha que o aquecimento global é invenção dos cientistas, ok..............."
1017389729698996225; "#globalwarm? em pleno aquecimento global, "guerra fria" nos #ttbr. #eleições2018 se aproximando. #freelula, we deserves..."
1022928642987491330; "as pessoa são meio burra com esse negocio de aquecimento global né? era só todo mundo ligar os ar condicionado das suas casa e empresa e deixar as janela aberta que esfriava tudo de novo."
1018216091825463296; "planeta tem semana mais quente da história https://t.co/5zmuna9ioo temperatura está 20oc acima do normal em regiões da sibéria e costa do ártico. população de países da europa e eua está derretendo com calor extremo... mas tem gente que ainda não acredita em aquecimento global..."
1018999945624514561; "alguém acha que o aquecimento global é uma coisa boa? eu amo lady gaga. eu acho ela uma artista muito interessante."
1022902995573456897; "os beneficios do aquecimento global..."
1017786899057053698; "o líder do pnr nega a existência do fenómeno "aquecimento global". é o que nos vai valendo por cá, a extrema-direita ser um misto do intelecto de primatas já extintos com força bruta neandertal e ideologias do século xii. #nacionalismoarcaico"
1019979307995795456; "@sandrini_leo aquecimento global mandou oi"
