id;texto
1021219269533667330; "meu deus que saudades da chuva ta feliz aquecimento global"
1022126683435003906; "@dngerrous mas, como o donald trump diz, o aquecimento global é algo criado na cabeça das pessoas."
1014880106366554114; "no #tbt, a reportagem do #jenatv de 10 de julho de 2017, que colocou em debate o uso de ônibus elétricos para reduzir os gases de efeito estufa no meio ambiente. afirmado pelo acordo de paris, o brasil deve, até 2025, reduzir a emissão em 37%. confira:"
1017239867724566533; "dois dias de frio e eu já estou exausta do inverno, aquecimento global favor fazer seu serviço"
1021023684671279105; "mais um retardado que acredita em aquecimento global. cadê o ártico que era pra ter descongelado em 2008"
1021402410986721280; "ok agora eu vou entrar com o papo da poluição e efeito estufa. agor ela me bloqueia"
1021159472797048833; "@dozepontozero olha aí o canudo de plástico. contribuindo pro aquecimento global"
1016328022977327104; "ontem foi o aniversário da vo da minha namorada e ajudamos no aquecimento global com aquele churrasco"
1020489048119545856; "@fckalltoowell o aquecimento global ta chegando mesmo"
1017070248284090371; "e vá lá que o aquecimento global está adiado até august ... e não há incêndios ..."
1019222322497155072; "artigo da revista nature climate change alerta o risco de desaparecimento de espécies animais e vegetais em virtude do aquecimento global."
1021403244571123713; "a mina ta entrando até na minha nóia de efeito estufa cara quem caralhos é essa mulher?"
1023699335958159360; "sinto muito por todos que sofrem com os incêndios e destruição na europa e alguns estados da américa do norte. aquecimento global, ambição desenfreada, fome por lucros e descaso pela humanidade em geral e pela terra. o planeta em colapso."
1014677491775131649; "@pcycliche bla bla bla, vai atrapalhar o que aquecimento global com as merdas que você fala e deixa os outros votar em paz..."
