id;texto
1016796363747717120; "li na outra rede que aquecimento global é terrorismo de esquerdopata, e que prova disso é que tinha nevado em santa catarina. sério, minha vontade lendo isso é apenas morrer. #globalwarming"
1023694831388950528; "acabei de lembrar que na etec tem um professor que acha que o aquecimento global é inventado hdndjbdjdh"
1019289157024256000; "climate engineering cover-up: geoengineering over our oceans dane wigi... via @youtube 'aquecimento global' feito por globallistas..."
1017894213286088704; "gostei de um vídeo @youtube ário - a grande farsa do aquecimento global."
1021375346875170816; "o aquecimento global está muito no auge"
1022885208578842625; "eu queria estar pensando em formas de melhorar as relações entre as pessoas, entre as pessoas e o meio ambiente entre as pessoas e os animais pensando nas abelhas e nas flores no aquecimento global e na caça..."
1017809436214218752; "cadê o aquecimento global isso é propaganda enganosa ?"
1022528401817657345; "o aquecimento global é de tal forma que até em marte já há água em estado líquido."
1020295999582089217; "não estão levando o aquecimento global a sério..."
1021756132916903936; "os três últimos anos foram os mais quentes já registrados. aquecimento global é invenção da indústria gayzista! eu mesmo estou usando luvas agora."
1014645274180976642; "“alguém dizer que a molécula de gás carbônico não exerce efeito estufa atmosférico, isto é, que não absorve e reemite radiação térmica, é uma asneira anticientífica equivalente a dizer que a terra é plana”."
1019046724957073408; "é tanta mudança climática que minha saúde que já é top, está uma verdadeira merda"
1019646062804553729; "18 de julho e eu tendo que ligar um ventilador pra conseguir sobreviver na firma obrigado aquecimento global."
1014695014428037120; "quando a água bater na bunda já vai ser tarde..."
1021797641888452608; "estes incêndios deviam de ser um alerta para todo o mundo e em especial para aquelas pessoas que continuam a nao acreditar no aquecimento global"
1023216650768670721; "2:30 - eu solucionei pleno em um bar a causa do aquecimento global... r: beber 1 cerveja e ir para a praia mijar, porque você bebe 1 litro e mija 3 e fim salvamos o mundo"
1019360768024772608; "será que eu vou ter que ir lá e eu mesmo dar um murro no aquecimento global"
