id;texto
1016451206624022529; "@itstaeworld aquecimento global :/"
1021873957744586755; "ainda o trump diz que o aquecimento global é uma fachada... está á vista de todos o que está a acontecer! temos todos de meter a mão na consciência e lutar por um mundo melhor"
1023648795270234112; "@gdmartins7 se todas as pessoas fossem vegans o aquecimento global não seria um problema tão grande, just to start with. gets your facts straight before talking a bunch of crap"
1022895123225554944; "@jornaloglobo aquecimento global não é mais termo utilizado,agora é"mudanças climáticas",exatamente para usar essas mudanças normais de ciclos climáticos para manter narrativa viva e justificar gastos bilionários da onu com o clima que na verdade financia por baixo do panos a agenda globalista"
1022084811471638528; "eu sei que é culpa do aquecimento global e que eu deveria estar preocupada... mas tô amando esse calor em londres. me julguem"
1024006944561012736; "os fogos na califórnia. não é por cá estarem temperaturas um pouco mais amenas que o aquecimento global brinca em serviço"
1019941971211816960; "@pirulla25 é esse ano não teve inverno .... isso porque o aquecimento global é uma farsa illuminati! kkkkkkkkkkkkkkkkkkkkkkk"
1020643473542844416; "reino unido e irlanda a passar vagas de calor extrema e secas pesadas , suécia atingir máximas de temperatura com mais de 60 incêndios activos, sibéria com 30• graus ! portugal ainda nem sequer viu verão activo ! não me fodam a dizer que não há aquecimento global e alterações"
1021878113989525504; "“tchernobil flutuante” ou solução energética para uma das regiões mais afetadas pelo aquecimento global alvo de críticas, rússia prepara primeira usina nuclear flutuante do mundo. barcaça fornecerá energia para extremo leste do país."
1019631536793096192; "@jgaseixas olha dessas coisas eu acredito que apenas o aquecimento global é uma invenção."
1017612360691994624; "mas aquecimento global tb ninguém merece. por favor volta clima estável"
1022793075163324418; "sonhei que estava num café qualquer e estávamos a fumar um cigarro e apareceu uma sora minha de uns anos atrás e disse “está aqui um fumo” e eu pensei que tinha dito isso por estarmos a fumar e afinal ela estava a falar do aquecimento global (?) ahahahaha"
1016681188872937472; "@titifenycia eu quero saber onde que ta este tal de aquecimento global"
1024345235315470336; "-posso twittar na minha propria conta -não britney, só a sua acessoria é permitida -só um tweet, é sobre aquecimento global! -blz toma aqui britney:"
1016086451476402176; "@svnla7 @uol verdade. fomos eliminados na copa, o advogado de porta de cadeia que soltar o mega ladrão, o churrasco de domingo é acusado de causar aquecimento global. assim não dá, né não?"
1020730652587700225; "achas... o aquecimento global não existe..."
1022251216116613120; "estou perturbada porque "o sétimo selo" é um livro de 2008 que fala de previsões científicas sobre o aquecimento global. várias das previsões feitas, como os incêndios frequentes e descontrolados e as variações de temperatura, passados 10 anos, resumem a nossa realidade"
1019458833326985216; "o maior frio e eu esperando o tald de aquecimento global que tanto falam ."
