id;texto
1019427983608700928; "o aquecimento global é underrated"
1016357846106157056; "ai, os comentários... pessoal não percebe que estamos há dois meses sem chuva eles estão vivendo o aquecimento global e acham que é fake news porque ain no japão está chovendo"
1016761025725652992; "brasil corre risco de não cumprir meta contra aquecimento global"
1017394171072667648; "alguém falou aquecimento global? aquecimento global quem falou isso ñ mora no nosso planeta não trouxa"
1023768095356329984; "cadáveres desaparecidos durante décadas sob geleiras suíças emergem com aquecimento global"
1021033749549547520; "@jeffs_araujo35 se ele der um arroto, sai no fantastico. bolsonaro liberou gás de efeito estufa."
1017544268246810624; "fato: antartica perdeu 219 bilhões tonelafas de gelo por cada ano de 2012 até 2017. você está pronto para mudança climática"
1016723072332771328; "eu não tô feliz com essa mudança climática quero calor de volta a g o r a"
1015641286550937600; "tentem decifrar esse enigma. eduardo bolsonaro diz que não há aquecimento global e essa pessoa do comentário escreve o oposto e termina com "mito 2018". kkkkkkkkk"
1021999680899690496; "esse calor é foda né pode tirar a roupa se quiser aquecimento global está vindo com força ..."
1017065751948218368; "carai, cade o aquecimento global,carai?"
1016660479014506496; "desmatamento em alta pode minar chance de o brasil cumprir meta contra aquecimento global - sustentabilidade - estadão"
1019025326448480256; "por falar nisso, muitas teorias desse tipo já foram quebradas né jkkkkkkkk a galera do aquecimento global é viajada."
1021594541735006209; "ferias cachorros amogas e lua iluminada em pleno inverno pra provar que o aquecimento global é real ???"
1017041503611510791; "people...eu to aqui rindo muito..estava vendo um vídeo do nando moura e tem um trecho que ele fala : - eu to aqui morrendo de frio..cadê o aquecimento global que o doctor paiva prometeu.....kkkkkkkkkkkkkkkkkkkkkkk...aki também ta muito frio : )"
1022603417087299584; "adicionei um vídeo a uma playlist @youtube será o planeta terra após os impactos do aquecimento global"
1022484350036848641; "já disseram que as eleições prejudicam a economia. agora colocam em risco a lava jato. a próxima será que as eleições aumentam o efeito estufa."
1021353037074452480; "2018 e tem gente dizendo que não existe aquecimento global porque ta fazendo frio extremo em alguns lugares. um lado meu quer chorar outro lado quer rir mesmo."
1015329880907698178; "@gabrielgrellet ué mas não é você que diz que aquecimento global não existe????"
1016791796435865600; "@rosebarros__ maldito aquecimento global"
1021193463860285440; "vai vendo aí o que a direita faz. boslonaro quer tirar o brasil da onu e do acordo de paris que busca diminuir emissões de gases de efeito estufa (e se ele não vai nem a debates, imagina num evento internacional!), temer, sartori e marchezan só fazem é privatizar !"
1013721799333474304; "está a chover e estamos em julho!! em j u l h o!!!! porcaria do aquecimento global!!"
1022893405825843200; "agora os bozprasi vão acreditar no aquecimento global"
1021823663170117632; "@cibele_88 aaah mas o aquecimento global é uma invenção desses ecoesquerdistas."
1018610346490200064; "puta que pariu quem é o loco de reclamar de aquecimento global velho graças a deus está 25 graus no inverno seis horas da tarde que benção"
1021226933948944384; "como debater de forma eficiente/civilizada com alguém que acredita que o aquecimento global é uma invenção midiática sem vomitar em cima da pessoa de tão enjoada que você vai ficar de ouvir as idiotice de argumento anti-esquerdista que tem nada a ver com o tema google pesquisar"
1017071739703123974; "mudança climática: as emissões mundiais de co2 voltam a crescer em 2017 via @elpais_brasil"
1022262555866226693; "ele diz que ainda sente frio por isso não há aquecimento global ?"
