id;texto
1020772070592954368; "o fim da internet por culpa do aquecimento global será mesmo: via @youtube"
1020433140777725961; "cês já imaginaram a reação dos povos antigos que adoravam o deus-sol, se eles soubessem que no futuro a humanidade não verena mais o sol e agora existe uma coisa chama aquecimento global?"
1016373864258048001; "@jornaloglobo este papo de aquecimento global , é uma foma de ganhar mais dim dim. o planeta sempre aqueceu, e srmpre esfriou , se procurar la no inicio vão ver que isto não é novidade."
1014876576335515648; "@pauloap e a desculpa usada por esse pessoal é de que ter filhos contribui pro aquecimento global."
1023921618698027009; "@spacetoday1 @pirulla25 "aquecimento global não existe! o que está acontecendo é que a terra está ficando mais quente, só isso!" um ser humano disse isso, juro!"
1019871873579003906; "@shyznogud li a notícia no the guardian e depois lembrei-me daquela marcheca em portugal. sim, claro que as nossas florestas precisam de ser bem geridas, mas também há uma coisa chamada aquecimento global, onde os incêndios e outros fenómenos passarão a ser mais extremos."
1017029568006443010; "gente politizada, gosta de opinar sobre tudo... reve"
1022880481816150016; "@falgarof @dupioh @15memorias não existe mudança climática."
1018267566429691904; "@bbcbrasil viva o aquecimento global! que aquecimento global? isso é tudo inventado por conspirações até porque o clima do mundo vai muito bem obrigado!"
1023157848992358400; "mano olha isso. olha oq ta acontecendo na grécia. olha oq ta acontecendo no mundo. e ainda tem gente que fala que o aquecimento global e as mudanças nao são reais..."
1023414108073467904; "voltando pra casa, passando pelo jacaré, sentou duas gordinhas muito gatas com mó cara de safadas atrás de mim. fiquei tão ereto que meu p** chegou a rasgar a atmosfera do planeta. acho que agora sim teremos o aquecimento global gargalhada ???????"
1015754776372547589; "gostei de um vídeo @youtube ps4 | mudança climática e carros nerfados! - nerd edu"
1015384202148270087; "gostei de um vídeo @youtube ção de co2 em sedimentos pode ser viável contra aquecimento global - space"
1020079042677092352; "@gcamarotti @sergioaguiar07 @rjpcerqueira @globonews humm, que bom, acordei mesmo com uma vontade de ser enganado !!! vão falar mal do trump ? vão dizer que há muito preconceito com a pedofilia ? vão falar sobre o aquecimento global ? e sobre a importância do desarmamento? vai ter especialista da usp ? não vejo a hora !"
1021170401693634560; "@guajajarasonia a sra. entendeu tudo errado. reduzir a emissão de gases, é impedir os petistas de peidarem, e reduzir o efeito estufa, é conter a roubalheira petista para não estufar malas de dinheiro que vão para o pt"
1021834816046723072; "@jovemnerd aquecimento global o último foi o de 20 de junho de 2014"
1022468056239550467; "@anacandocha se você prefere acreditar na ciência, assim como eu, procure o documentário "a farsa do aquecimento global", procure luís carlos molion, climatologista. olhe para os dois lados. aquecimento global é uma indústria."
1015989037939806209; "@ajulysantos na verdade a decisão do desembargador foi uma tentativa de barrar o aquecimento global"
1023042644929404928; "sabe esse calor que está dando no inverno? o nome disso é aquecimento global"
1021820012879863809; "acerca do impacto da mudança climática sobre as aves migratórias."
1016340869413261312; "via @estadao: desmatamento em alta pode minar chance de o brasil cumprir meta -"
1021801866403950592; "@freeofhypocrisy tu é que pegas no caso específico de portugal e achas que isso serve para refutar o aquecimento global"
1022308107140120577; "twitter,facebook,instagram,youtube e outras mídias sociais pararam para falar da porra do nude do felipe neto!sério gente?em vez de vcs se preocuparem com coisas mais importantes como:aquecimento global,desmatamento da amazônia e etc,vcs se importam com a rola do felipe!sério??."
1019975354612682753; "difícil vai ser confirmada? a farsa do aquecimento global acordo de paris:"
1020826543227105280; "@rataoborrachudo cola na live do macaco! e a sua mãe é tão gorda que quando ela peida o al gore acusa ela de aquecimento global!"
1015675800077692928; "engraçado, os combustíveis fósseis não são mais né"
1014726731196977152; "@gabrlelplnhelro ganhou 500 mil reais pra dizer que se a terra fosse quadrada não teria efeito estufa...é sim ,bolsonaro não pode ser presidente porque ele é despreparado.......kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk"
1013615255820357632; "tem coisa mais bichona que ser alérgico a mudança climática?"
1014486548992098311; "qual seu pensamento para o aquecimento global — mano eu mal sei da minha vida vou saber do aquecimento global"
1021940152560758784; "@revistaistoe como saber se é aquecimento global ou só mais um ciclo solar que ainda não foi descoberto/estudado, uma vez que sabidamente ele não é uma constante??"
1019224997615697920; "@rcp01 fora do brasil mudaram o termo de "global warming", aquecimento global, para "climate change " mudança do clima, porque já está comprovado que não há aquecimento. mas "mudança climática" não quer dizer nada, então nossa mídia não atualizou a mentira."
1022134429366607872; "a onda de calor na grécia me fiz lembrar da minha ida à cop23, a conferência do clima da onu.lá o clima era de extrema urgência no combate ao avanço do aquecimento global, ainda mais com a saída dos eua do acordo de paris, já que trump julga o tema banal.será mesmo?#climatechange"
1014814669020762112; "curtas sobre ciência - 04 sofro cólicas todas as vezes que vejo âncoras de noticiários jornalísticos falando de “aquecimento global”. recentemente quem foi o responsável pelas dores no abdômen foi william waack."
1015780854981976064; "@tthehaven @jqtei aquecimento global é o meu ovo esquerdo."
1023922100128677889; "@jornaloglobo legal matar um animal que está correndo risco de perder seu habitat devido ao aquecimento global. só acho que o guia turístico deveria saber os riscos que corria de encontrar um urso polar nessa área e ter se preparado melhor.. agora é tarde, o animal já morreu"
1019633558397378562; "@adelircigana "grandes universidades" que amam usar sua influência pra fazer a mente de quem não procura a verdade. o mesmo pessoas que fala no tal aquecimento global que não existe. aí como tem influência o povo levam o que falam como verdade absoluta. gados doutrinados!"
1018652723896602624; "@onubrasil @nacoesunidas @uncclearn um vulcão em atividade expele mais co2 que todo planeta kkkkkk cada região tem seu microclima kkk, aquecimento global é piada e pra arrancar dinheiro com impostos e frear o crescimento de países como os eua , por isso trump saiu kkkk"
1022826808205402112; "@lulaoficial caro lula da silva, acelerar o aquecimento global significa: acelerar o derretimento das calotas polares, aumentar as nuvens, níveis mais altos de chuva, enchentes, quedas de neve mais pesadas, tornados mais fortes, furacões em todo o mundo, gordon - oregon"
1013567351126667264; "será que o trump ainda continua a achar que o aquecimento global é uma invenção?"
1015964192099176449; "gostei de um vídeo @youtube ps4 | mudança climática e carros nerfados! - nerd edu"
1016058762602393600; "@safbf saquei. tipo algumas pesquisas sobre o “não” aquecimento global."
1017598616884609024; "gostei de um vídeo @youtube antagonista entrevista ricardo felício – íntegra: "aquecimento global é"
