id;texto
1021159815551356934; "o aquecimento global é culpa do funk.... por causa do fogo no rabo do povo kakaakak"
1023055558000234496; "cientistas dizem que onda de calor na europa é sinal do aquecimento global"
1022301912467742720; "mudança climática, mais uma vez... :lt; bbc news brasil - o que é a canícula e como ela explica a onda de calor extremo em várias partes do mundo"
1019549791393591297; "@cryptolobopt aquecimento global (dcaralho)?"
1023922883922419712; "anúncio do spotify: sabes do que é que ninguém fala? eu: poluição? a fome e a sede pasadas na áfrica? aquecimento global? o facto de o ser humano estar a autodestruir-se? anúncio do spotify: ... bitch no, das vantagens de ter o spotify primium"
1024435682540969986; "aquecimento global mano #otemponaopara"
1018383926316892160; "interrompe o aquecimento global adubando com as merda que ce fala"
1014498747529809925; "mudança climática é complicada meus bro #quartadetremurasdv"
1015640890755477505; "@exame falou aquecimento global já sei que é mongolóide."
1022245211894951936; "@rita_488 foi p causa do aquecimento global"
1022464901636390913; "o japão sofrendo com o forte calor. é...o aquecimento global arrombando as pregas das temperaturas habituais."
1022545057444974592; "como? aquecimento global torna produção de alimentos mais instável ainda, encarecendo o rango nosso de cada dia, refletindo no custo de vida da população (que já está ganhando pouco e com parte crescente da renda comprometida com dívidas)"
1018856209099771905; "@elpais_brasil começo a desconfiar que meus amigos que acreditam no aquecimento global/mudanças climáticas antropogênicas, devem acreditar também na terra plana."
1023923179264389125; "artigo de @andreferretti e juliana ribeiro da @fund_boticario sobre a necessidade de maiores esforços para redução de emissões de gases de efeito estufa e adoção de medidas de adaptação à mudança global do clima."
1021939050607992835; "@ingridbstrbk fala assim nossa o aquecimento global ta uma loucura ne.... zoa fala que reassistiu game of thrones inteiro enwuanto a pessoa tavala"
1014204767076278278; "a previsão do tempo estar sendo máxima de 22 pra semana inteira na minha cidade no meio do inverno é prova suficiente do aquecimento global"
1017844746381877248; "se você tivesse que façer uma precentação de 20 minutos sobre qualquer assunto, qual sería e por que — espero ter entendido oq você disse... falaria sobre aquecimento global porque nem preciso falar né gargalhada"
1013800722759118848; "welcome to aquecimento global"
1019934266141151232; "como indústria da carne contribui para o aquecimento global"
1015631996024971265; "@exame aquecimento global que vá pra puta que pariu e vcs tbm."
1022555306088390657; "e eles dizem que o aquecimento global é um mito..."
1016381780306382848; ""os ganhos do desmatamento são concentrados na mão de poucos. isso não faz bem para o país, não apenas pelo aspecto ambiental, da perda da biodiversidade e das emissões de gases-estufa, mas pelo fardo imposto a outros setores da economia.""
1015743854039961600; "@gabrielcosta101 @pauloap existe até o cavalo de fogo! que também é culpado pelo aquecimento global! #saporra"
1015324524072620033; "a previsão de clima para o século xxi em agosto de 2008, os agrônomos que prestavam atenção nas previsões de clima de longuíssimo prazo fizeram um belo trabalho: ”aquecimento global e a nova geografia da..."
1017022017437134848; "@gizmodobr @gizmodobr, não força a barra. muda a manchete pra incluir um "também" aí porque, assim, parece que condicionador de ar é o único responsável por aquecimento global e, definitivamente, não o é. vamos falar um pouquinho da pecuária nesse assunto?"
1022859946856251398; "eu só quero que o @gordoi termine a tese dele e comece a escrever o cli-fi que se passa na patagônia do sec. xxiii (que se tornará a nova fronteira agrícola por conta do aquecimento global e casa dos 10% da humanidade que sobrou após o colapso no séc xxi)"
1018199448139288583; "o childish gambino é muito genio feels like summer é toda gostosinha e dai bum é sobre aquecimento global"
1021253122835066880; "canso de falar canso! isso também serve pra aquecimento global, que pasmem é um processo natural que a contribuição direta do homem é mt pequena"
1017765004798517248; "#entrenoclima 1 - o que o aquecimento global tem a ver com você o imaflora está lançando a série #entrenoclima apresentando informações sobre mudanças climáticas e emissões de gases de efeito..."
1022503359100661760; "últimos estudos revelam que o recente aumento do nível do mar não é derivado do aquecimento global, e sim das lágrimas que tenho chorado na igreja todos os dias em busca de uma razão pra minha vida."
1023776534111428608; "@_edumariae mudar o clima para justificar o aquecimento global. doença pode vir direto deles ou deles afetando as plantações."
1024284585142702081; "@mimimiuniverse @luizfzirbes @lluhg ? mas eu deixei eles acreditarem, em nenhum momento disse que eles tavam errados, nem tentei mudar a ideia deles e ainda entrei na vibe falando de aquecimento global e evolução. mas eu preciso desabafar em algum canto e esse é o canto ????"
1018371718199566341; "meu rosto está doendo. vem mudança climática em foz do iguaçu... isso passou a ser recorrente após minha cirurgia no arco zigomático. se amanhã não chover, chove segunda ou terça, anotem aí!"
1014907190136713218; "esse mundo ta muito louco é aquecimento global poluição dos lençóis freáticos temperatura em constante oscilação... e agora parsa, o que a gente faz?"
1013624884126199808; "minha alergia não pode ouvir o termo "mudança climática" que prontoooo"
1019013456991793152; "o aquecimento global não sei mas eu to"
1022659765510594560; "@biasoli_ @_pinn @originalsant tava concordando ate tu falar de aquecimento global. teoria da conspiração em 2k18 man"
1015379616129863682; "pessoas morrendo de calor no canadá. e ainda há quem duvide do aquecimento global."
1017655465956790272; "@anaclarafig porque nem é pra ser o mesmo dinheiro, na real o projeto de terraformação de marte não é uma escapatória pro aquecimento global, ele é um primeiro passo de colonização do espaço pelo homem."
